fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
0,0.9,0.7696508000623637,10,3,20,7.622733710830383,-1.1586320560393597,AC,1700,8230.237454008857,5543.121717473362,6707.017626599871,0,9,CA,109,1,BC,1,1,-1,0,500.0,0,INTERNET,29.565090704322227,windows,0,1,0,0
0,0.4,0.5165556570768632,-1,28,50,0.0231544315410162,-0.7845092574609978,AD,1677,12654.11187419894,6256.3482108910375,6733.310608676501,5,19,CA,172,0,BA,1,1,1,1,1500.0,0,INTERNET,6.933356550578695,windows,1,1,0,0
0,0.3,0.7891056697164417,100,10,30,0.0131322513492926,25.50421798339488,AA,2096,3161.603792319136,6644.153146629388,5954.183906871663,18,6,CA,98,0,BC,0,1,20,1,500.0,0,INTERNET,6.939101658658602,other,1,1,0,0
0,0.6000000000000001,0.7359707967321472,-1,198,40,0.0052823871904508,-0.974378628612666,AC,3657,8194.790288168719,4111.069474246696,6343.018992120685,0,16,CA,168,0,BA,0,1,-1,0,200.0,0,INTERNET,7.620409616437564,linux,1,1,0,0
0,0.7000000000000001,0.1103499481446591,-1,99,40,0.0275588986814819,-1.4283375106771583,AB,1181,8420.329112596592,6094.674138771867,6020.526669646419,1,18,CA,52,1,BC,1,1,31,0,200.0,0,INTERNET,5.686813356326955,windows,1,1,0,0
0,0.2,0.130603160454875,-1,375,40,0.0066906981286117,22.24911909173979,AA,2082,6693.012628087391,4153.025892989781,6267.81031234368,9,7,CA,70,0,BE,1,1,26,1,200.0,0,INTERNET,4.823241002923544,other,1,1,0,0
0,0.7000000000000001,0.9948697521172792,57,1,20,16.897634808182442,47.6809061121731,AA,446,7862.069646882685,4028.118869439097,4262.391625658947,9,3,CC,175,0,BB,0,1,11,0,1500.0,0,INTERNET,10.457427026112423,other,0,1,0,0
0,0.8,0.0596474367037854,-1,295,30,0.0059383875420939,14.148992868207678,AA,1406,7132.942235219949,5399.836093163507,6719.580563393081,2,12,CA,35,1,BA,0,1,5,1,200.0,0,INTERNET,2.730652913089375,other,0,1,0,0
0,0.7000000000000001,0.1293574467031064,83,11,20,0.0263591511910387,-1.0642855820625905,AD,2383,4933.769320010335,4991.912947697981,4346.775480471188,1,18,CA,123,0,BC,1,1,26,0,200.0,0,INTERNET,1.5058153120530666,other,1,1,0,0
0,0.5,0.8115714400593242,-1,14,50,0.0173334046971937,-1.3342769066494446,AB,1143,6492.3518723881225,4142.625010008524,6429.338306450483,21,7,CA,259,1,BA,0,1,19,0,1500.0,0,INTERNET,18.36699395819409,linux,1,1,0,0
0,0.4,0.8164480410292442,-1,186,40,0.0102378650050026,-0.8636574572771841,AD,1851,13754.169105031951,7511.112735022032,5913.19486499022,1891,21,CB,208,0,BA,0,1,25,0,500.0,0,INTERNET,4.466969968723915,other,1,1,0,0
0,0.1,0.6677524320860371,-1,64,40,0.0084462946923281,-0.6398109662645737,AB,1255,6226.257215706117,7851.285885134662,6657.294841676048,30,15,CA,325,0,BA,0,1,30,0,1500.0,0,INTERNET,3.9102763031638266,macintosh,1,1,0,0
0,0.1,0.18054999102137,-1,48,40,0.0116260471453024,-1.3140847836841876,AC,3063,11109.771524874384,6579.94241223838,6448.5032886492445,0,7,CA,64,1,BC,0,1,-1,1,200.0,0,INTERNET,2.805301608617544,linux,1,1,0,0
0,0.2,0.1889967105178397,53,12,40,8.59083480187192,34.58748145529432,AA,4062,7174.0235907347815,4323.649780731996,6797.366666642663,642,12,CA,55,1,BD,0,1,28,0,200.0,0,INTERNET,4.6025754349523975,linux,1,1,0,0
0,0.9,0.7417466011747254,-1,34,30,0.0150655504375481,-0.8238676549890679,AD,1829,8896.725066293284,7857.908320587292,6281.065226745684,14,13,CA,243,0,BC,1,1,1,0,1500.0,0,INTERNET,5.851782392357336,other,1,1,0,0
0,0.1,0.3798175837210217,26,3,20,0.0272762418563844,-1.3129719640283286,AD,1589,5489.923839306332,7120.746119733729,6648.372046518963,9,15,CA,86,1,BC,0,1,1,0,200.0,0,INTERNET,6.1487034562997565,other,0,1,0,0
0,0.2,0.5227569117305589,-1,191,70,0.009182283572291,-1.0816883830698178,AD,1080,12097.25636777535,5829.670821777155,6817.368786501136,9,2,CC,110,0,BA,1,1,25,0,200.0,0,INTERNET,10.83463540068238,windows,1,1,0,0
0,0.3,0.118382512922066,11,50,30,0.0128381962892616,-0.8676062614731138,AD,1464,15211.303613348662,7328.054193243784,6398.080718468621,4,21,CB,173,1,BC,1,1,1,0,1500.0,0,INTERNET,11.662515877375965,linux,1,1,0,0
0,0.6000000000000001,0.1880268277932756,154,26,40,0.0077990913831814,51.11845965634291,AA,673,7434.465468989033,8134.769891576248,4299.915566520485,45,8,CA,220,0,BC,1,1,10,0,1500.0,0,INTERNET,55.09287309839844,windows,0,1,0,0
0,0.1,0.8331025942670891,48,12,20,0.0072642225498862,-1.045854909935326,AD,657,6787.133470287829,6393.33812301226,6643.773681204999,11,13,CA,61,0,BB,0,1,2,1,200.0,0,INTERNET,4.736630283845517,other,1,2,0,0
0,0.5,0.4634805396997437,-1,164,20,0.0198578194826376,28.93308502730505,AA,4277,4178.556206851024,7330.019646291264,6356.173189594467,48,21,CA,26,0,BA,1,1,28,0,1500.0,0,INTERNET,13.704122727046984,other,1,1,0,0
0,0.7000000000000001,0.2654252264263837,25,12,30,0.0371406235902731,-1.602499076141545,AA,4065,9620.90276856291,7030.146236420855,6899.948556466223,6,19,CA,39,1,BC,0,1,28,0,500.0,0,INTERNET,4.545467375761188,windows,0,1,0,0
0,0.8,0.7860359428421017,-1,378,50,9.211729063628953,26.636570955542297,AA,1380,7330.008014924696,6709.331082666722,6660.800617423496,797,3,CA,288,1,BC,1,0,31,1,1500.0,0,INTERNET,10.1325496302474,windows,0,1,0,0
0,0.8,0.8057346423719622,-1,179,50,0.0035414939456058,36.9219453613976,AA,2080,7610.999935907504,5809.934957612042,6353.41037581619,5,9,CB,60,0,BE,1,1,10,0,200.0,0,INTERNET,7.201921356744622,other,1,1,0,0
0,0.6000000000000001,0.3577144057170988,-1,160,50,0.005238261874513,-1.41149810095526,AB,1346,8676.516749383467,6091.736886053247,6364.307999460817,6,8,CA,256,0,BA,0,1,25,1,1500.0,0,INTERNET,2.9644585115328743,windows,1,1,0,0
0,0.7000000000000001,0.2794526098360385,-1,40,20,0.0056585006497623,-0.8471488095081007,AB,939,8014.53978598652,5602.824266765058,6295.6487760710925,30,16,CA,124,1,BE,0,1,20,0,200.0,0,INTERNET,4.682947772651153,other,0,1,0,0
0,0.9,0.6677797760722202,29,59,40,0.0192430471934569,31.62375950332753,AA,4131,2583.5775979630325,6319.032377971893,6428.864119536589,16,15,CA,99,0,BC,0,1,11,0,200.0,0,INTERNET,9.558716545060658,linux,1,1,0,0
0,0.9,0.6940694505495912,-1,191,40,0.0043265912214203,51.55219588228379,AA,1854,13795.868944932288,6296.850463887933,6010.614105663884,1,7,CA,275,1,BA,1,1,25,0,1500.0,0,INTERNET,13.499770843296142,windows,1,1,0,0
0,0.1,0.6716677966038207,-1,120,20,0.0461885327797873,-0.9835667644476098,AB,2710,7870.934493366196,5606.285106317969,6790.753186384268,14,13,CA,104,0,BE,1,0,25,0,200.0,0,INTERNET,24.211455589649464,other,1,1,0,0
0,0.6000000000000001,0.0721023987956081,-1,242,40,0.031573049838555,49.11456124823871,AA,1412,6923.299805421746,3642.6074355075434,6792.560627730136,1263,7,CA,66,1,BE,1,1,1,0,200.0,0,INTERNET,5.003176568741426,other,0,1,0,0
0,0.1,0.7839068338936819,-1,261,40,0.0354144393229977,-1.025480428613308,AD,1631,6919.078484430401,7478.845284047273,6016.172932430904,9,19,CC,213,1,BB,1,1,1,0,1500.0,1,INTERNET,1.7628186788136988,linux,1,1,0,0
0,0.2,0.4988063710407715,-1,165,40,0.0077946509218701,51.75294765915104,AA,1166,7338.727987349868,7636.744514992371,6512.824959170128,392,13,CB,55,1,BB,1,1,25,0,1500.0,0,INTERNET,4.606371429431632,windows,1,1,0,0
0,0.8,0.6069075772304549,-1,58,30,0.0231483848178033,-0.5028895927759118,AD,2649,5361.171318168073,4077.029383510327,5936.033825288238,8,23,CF,142,1,BE,1,1,25,0,990.0,1,INTERNET,3.2445274704045217,macintosh,1,1,0,0
0,0.8,0.9087752775229676,-1,155,60,0.0029576163195615,-0.4332882053708905,AB,1337,7410.326302260807,5136.004587548044,6856.232927759845,33,8,CA,132,0,BA,0,1,5,0,200.0,0,INTERNET,22.42522006121472,windows,1,1,0,0
0,0.8,0.9951566934265768,30,16,10,0.0006203468193064,53.00556953988595,AA,640,7134.402276550639,6591.713461806699,5225.884248640148,22,18,CA,172,1,BC,0,1,28,0,510.0,0,INTERNET,13.984466161323676,linux,1,1,0,0
0,0.2,0.8768431805646797,46,0,20,0.0257243681282735,-0.9906133571357048,AB,3150,8988.919477970061,6384.4721055515565,5870.722434462605,10,19,CA,137,1,BC,0,1,28,1,200.0,0,INTERNET,3.819095780027512,windows,1,1,0,0
0,0.8,0.5900858374811221,-1,230,40,0.0083073429330207,-1.1256326904078366,AD,3401,11784.842726118808,5528.75024087297,6725.064988359682,7,15,CA,185,1,BA,0,1,5,0,1500.0,0,INTERNET,1.5061640827726746,other,1,1,0,0
0,0.9,0.6723901565660825,-1,378,40,0.0106365043372844,-1.3713315465037874,AC,2810,8393.689179908606,5044.450795982354,6629.842981041218,0,7,CA,174,1,BA,0,1,-1,0,1000.0,1,INTERNET,5.142434474163066,linux,0,1,0,0
0,0.3,0.5871107140713756,29,15,30,0.0343461514754531,-0.9388013038054192,AB,720,13532.422405933115,6553.519298349876,6016.902690616927,11,6,CA,78,1,BC,0,1,1,0,200.0,0,INTERNET,3.093436687428972,linux,1,1,0,0
0,0.7000000000000001,0.8974452217320831,-1,80,60,0.0104385725628562,51.97428150018146,AA,3034,7847.058677807052,5212.293865141975,6769.9962346333,15,3,CA,150,1,BA,1,1,15,0,500.0,0,INTERNET,34.509807629916764,other,1,2,0,0
1,0.8,0.7943507115562781,-1,376,60,17.925950550863003,41.422109688896775,AA,815,9747.40739649634,6902.0196278389,6467.154126567012,46,3,CC,196,1,BA,1,0,28,0,1500.0,0,INTERNET,2.5501671446073715,linux,0,1,0,0
0,0.6000000000000001,0.9998522260629492,-1,68,40,0.0093975022452388,-0.5773204005354906,AB,1798,9299.085728423592,7703.461173054692,6825.202440387243,28,8,CA,83,1,BC,1,0,2,0,200.0,0,INTERNET,5.2011576495878025,windows,1,1,0,0
0,0.1,0.7480412598760162,-1,35,30,0.0028002917878353,-0.8409194556613558,AD,944,10284.104422468805,7344.139981677712,5879.331465056884,8,6,CA,96,1,BE,0,1,5,0,200.0,0,INTERNET,3.4600053603489407,windows,0,1,0,0
0,0.9,0.8740341483994638,-1,64,30,0.0264625275231865,-0.6356287034779475,AB,758,8490.649972198693,6450.01659161307,6332.376713753863,15,5,CA,89,0,BA,1,1,1,0,1500.0,0,INTERNET,2.9351472904322544,other,1,1,0,0
0,0.8,0.112837943444338,28,14,40,0.0107060206362109,15.919181836262268,AA,1604,4999.982279972751,5441.731358292479,6318.659050336953,1,11,CA,76,1,BC,0,1,29,0,200.0,0,INTERNET,15.796352099982036,windows,0,1,0,0
0,0.1,0.5158401968959042,-1,37,20,0.0327723478666846,-1.243401864310401,AB,4146,7771.617076718847,5349.341967570385,6759.717221968925,14,14,CD,171,0,BB,1,1,15,0,200.0,0,INTERNET,1.2066455374807483,windows,1,1,0,0
0,0.8,0.165305941281331,8,1,20,0.0055751342828135,-1.9318476144157208,AB,1457,7191.15514313789,6239.739301581326,6791.017222373343,4,19,CA,88,0,BC,0,1,25,0,200.0,0,INTERNET,2.982715961352844,windows,1,1,0,0
0,0.3,0.2349380312930947,-1,208,30,0.006557640307666,30.944053628928884,AA,1039,2706.2542322526488,6274.2849765972105,6002.800440638672,61,13,CA,91,0,BE,1,1,28,0,1500.0,0,INTERNET,36.728003998140494,other,1,1,0,0
0,0.7000000000000001,0.8854784791123411,-1,188,40,0.0351608843743258,24.943800225502983,AA,2279,9497.271994383553,7605.960425737316,6596.476526319021,690,26,CB,86,0,BB,0,1,1,0,200.0,0,INTERNET,4.3436592188468985,linux,0,1,0,0
0,0.7000000000000001,0.8160973015561438,23,5,40,0.0265261862610969,51.08116375436013,AA,1490,3930.5303766095913,5444.967602780984,5055.3020551609525,20,11,CA,144,1,BC,1,1,1,0,200.0,0,INTERNET,0.9687667898704948,linux,1,1,0,0
0,0.5,0.4151578694014155,46,4,40,0.0224926257692188,-1.2257969148119543,AB,1565,4026.755230548881,4133.612869308908,6004.428935664304,16,12,CB,60,0,BB,1,1,25,0,200.0,0,INTERNET,8.791370008094075,linux,1,1,0,0
0,0.8,0.2617766435325798,25,11,20,0.006106655996127,-0.6186250782235736,AC,1325,6104.501878220151,5015.1820751959,6280.942211161183,0,22,CA,190,1,BC,0,1,-1,0,1500.0,0,INTERNET,4.396927912867051,linux,1,1,0,0
0,0.2,0.5719103920042417,-1,53,30,70.40360162120466,-1.3475464943709086,AC,1299,6583.785477897412,4104.245193771068,6682.977196526261,0,18,CA,117,0,BC,0,1,-1,0,200.0,0,INTERNET,1.016341419036952,linux,1,1,0,0
0,0.3,0.8831756584420761,-1,41,20,0.0025170131122255,-0.7286253244330241,AD,1792,2819.2813462259587,5503.973942533352,5972.383158158717,7,13,CA,110,1,BC,0,1,1,0,200.0,0,INTERNET,5.100039051044324,other,1,1,0,0
0,0.2,0.8139996385372614,-1,366,30,0.0279536106649859,-0.9258044691856808,AB,963,6805.733739342784,8580.471172828471,5876.107621608088,1459,15,CF,185,0,BD,1,0,19,1,1000.0,0,INTERNET,6.051691246073856,x11,1,1,0,0
0,0.2,0.4910296155632805,288,24,30,0.026498381034943,-1.669165427478479,AD,4147,7991.070916801471,5970.321594800063,6692.843451088736,623,10,CB,85,1,BC,0,1,30,0,200.0,0,INTERNET,7.797394528959372,other,1,1,0,0
0,0.1,0.9995769059687118,-1,357,50,0.0228685250063844,49.45482324968407,AA,3421,3982.695769338018,7499.705593771375,6370.795601314593,1909,4,CA,177,1,BC,1,1,1,0,200.0,0,INTERNET,4.642321773420685,other,1,1,0,0
0,0.1,0.6101428501860132,-1,87,10,0.0019460797684348,-0.3933689715691881,AA,3526,10664.608874540603,6884.948361309752,6429.7454080565685,1322,3,CA,52,0,BE,0,1,19,0,200.0,0,INTERNET,5.455390004073101,windows,1,1,0,0
0,0.8,0.1332837079491357,-1,26,20,0.0012246100975555,9.9847533562604,AA,641,11016.543871971904,5764.604938441243,6626.634727106066,36,8,CA,-41,1,BC,0,1,20,0,200.0,0,INTERNET,4.042371502497604,other,1,1,0,0
0,0.5,0.205397103356022,-1,43,30,0.0161586007483891,50.92297968100292,AA,1122,6939.957530238487,5024.567289632096,5901.073902065632,410,4,CA,58,0,BC,0,1,2,0,200.0,0,INTERNET,4.2144283695360185,other,1,1,0,0
0,0.3,0.1563258328229979,28,26,50,0.0236039827771025,-1.2908626857951635,AB,3698,7649.311961490869,7342.179086882315,6346.966604794306,37,18,CA,45,1,BC,0,1,1,0,1500.0,0,INTERNET,1.3930872411862811,linux,1,1,0,0
0,0.9,0.5468012609532927,-1,146,40,0.0028890654451011,-0.7630018189567211,AD,1121,3260.7084306566853,5465.1656283698185,6831.20754361165,27,7,CB,142,0,BC,1,1,1,0,200.0,0,INTERNET,9.882793990085874,other,1,1,0,0
0,0.8,0.3614339918699367,9,31,40,0.047444042699004,-1.3663007957100013,AC,4032,7814.32646278763,6010.137121379271,6443.111854520234,0,28,CA,180,1,BC,1,1,-1,0,500.0,0,INTERNET,5.979859247670523,other,0,1,0,0
0,0.9,0.1056618926561085,-1,68,20,0.0098524116723607,-0.1518799791099037,AD,3580,9318.786095733434,5882.291274416237,6627.268920379287,43,21,CA,51,1,BC,1,1,15,0,200.0,1,INTERNET,9.079890803367482,linux,0,1,0,0
0,0.8,0.4905704200819133,-1,26,20,0.0095423829157138,-1.015648456445484,AB,4197,14048.15675560321,5605.076839958011,6398.360374414449,11,15,CA,7,1,BC,1,1,6,0,200.0,0,INTERNET,17.168912103692648,linux,1,1,0,0
0,0.3,0.8706426471930651,-1,140,50,0.0198040505323992,43.993351004671744,AA,3452,9993.08148126466,6915.291140357946,6879.452278616181,50,7,CA,224,0,BE,1,1,1,0,1500.0,0,INTERNET,1.6700259709766083,other,1,1,0,0
0,0.7000000000000001,0.9994033182396452,-1,39,30,0.0231909479288468,-1.7117470731177469,AB,1558,6432.26541844334,5895.784994883629,6779.77600307019,0,13,CD,19,1,BB,0,1,25,0,200.0,0,INTERNET,4.743009090500864,other,0,1,0,0
0,0.4,0.6305947390032373,48,13,30,0.0063442734335672,-1.8130312331094232,AB,1201,9408.569002452476,5612.2024428409,5988.549705850468,34,16,CA,28,1,BC,1,1,1,0,200.0,0,INTERNET,1.1064688247234156,linux,1,1,0,0
0,0.6000000000000001,0.5867087944186021,-1,98,40,0.0008960420966021,103.39677526907803,AA,1175,5130.523121619011,6906.847658756917,5900.347913715918,11,5,CE,95,1,BD,1,1,15,0,1500.0,0,INTERNET,34.585636746299656,windows,0,1,0,0
0,0.7000000000000001,0.0924021421919547,182,17,50,0.0279175566736362,-1.1537607693527885,AC,2774,2322.582620799925,4749.726556653936,6673.232559036916,0,3,CB,203,1,BA,0,1,-1,0,1500.0,1,INTERNET,25.658983654637947,macintosh,0,2,0,0
1,0.7000000000000001,0.0899997722506818,-1,58,50,0.0041340669495404,-1.2440466013409357,AD,4011,8036.901841083214,5794.624928730966,6333.335163608736,2,6,CA,177,1,BA,0,1,27,0,1500.0,0,INTERNET,3.500856362308644,windows,0,1,0,0
0,0.9,0.3146223100476468,-1,93,50,0.0227791741619028,-0.449163255063942,AD,3334,6051.582748098043,7451.9991921854835,6332.610443592529,2,10,CB,65,0,BB,0,1,2,0,1500.0,0,INTERNET,56.716382228882615,other,1,1,0,0
0,0.1,0.7426681631367623,24,7,20,0.0020776182289154,-1.0577283518573812,AB,3558,7482.492622260906,5922.466279504361,5898.48011489791,34,15,CF,57,1,BC,0,1,1,0,200.0,0,INTERNET,36.00217702557348,linux,0,1,0,0
0,0.8,0.7414610052495162,-1,145,30,0.0002040649038962,-0.3633296990502877,AB,1085,4033.977429858722,6718.254640089268,6372.623669108828,14,9,CB,151,1,BC,0,0,10,0,1500.0,0,INTERNET,4.090235375864518,windows,0,1,0,0
0,0.9,0.1898194873811645,-1,296,50,0.0032223429632776,-0.4402690352236598,AC,974,4709.854057605713,6384.296997028017,6412.964112293115,170,5,CA,23,1,BB,1,1,-1,0,200.0,0,INTERNET,3.678810212840241,linux,0,1,0,0
0,0.1,0.0275221057821815,9,36,30,0.0374998539193304,50.26731987007278,AA,812,6425.242959372051,5900.294732181981,6266.91639970464,4,20,CA,168,1,BC,0,1,1,1,1500.0,0,INTERNET,1.4682634753417436,other,1,1,0,0
0,0.3,0.7238696078736371,-1,223,20,0.011001684979454,12.076923976197165,AA,1652,8646.94229673016,5636.388440694431,6354.1950661009305,26,12,CA,58,0,BE,0,1,20,0,200.0,0,INTERNET,2.033472172824572,linux,0,1,0,0
0,0.6000000000000001,0.0855867895990755,38,7,40,0.0149557215726883,-0.5270399667566616,AB,575,6361.373905684804,7070.588677368558,6704.12147798334,7,8,CA,142,0,BC,0,1,1,0,200.0,0,INTERNET,28.754292692316863,other,1,1,0,0
0,0.8,0.4232593945692846,-1,48,20,0.0532193230098562,-1.330370629950836,AB,1306,9186.413810679813,6288.281415819107,6655.607748717914,16,13,CB,112,0,BE,0,1,1,0,200.0,0,INTERNET,4.8008673429538185,other,1,2,0,0
0,0.7000000000000001,0.0530102735213642,-1,67,20,0.009793869206003,-0.8926948962623518,AC,1142,8453.136057136851,5228.882326333316,4285.089401569797,2,7,CA,67,0,BB,1,1,30,0,200.0,0,INTERNET,5.533894742708752,windows,1,1,0,0
0,0.4,0.7639193936056032,-1,13,40,0.0147058819635735,-1.2527298982419346,AA,4037,10589.367421410288,7412.214447930273,6277.7280566114805,223,6,CA,245,1,BA,0,1,2,0,1500.0,0,INTERNET,7.086109241790568,windows,1,1,0,0
0,0.7000000000000001,0.8979625993885584,103,1,20,0.0164951887969704,-1.0129538422154312,AD,1726,6898.0224145945285,6961.448297718864,6706.419630731428,24,14,CA,122,0,BC,0,1,6,0,1000.0,1,INTERNET,8.351033429048805,linux,1,1,0,0
0,0.3,0.1135377936443184,-1,115,50,0.0302001882194224,-1.287677348230326,AB,1639,5277.0547370062,6873.367827966436,6296.917306135611,12,1,CA,196,0,BC,0,1,1,0,200.0,0,INTERNET,6.113212962199948,windows,0,1,0,0
0,0.8,0.5707916590690547,-1,95,50,0.0047698768740664,25.61337797292889,AA,3602,7794.455506506076,6171.234244126998,6006.66430444342,1766,4,CA,68,0,BA,0,1,1,0,200.0,0,INTERNET,2.979962290750665,other,1,1,0,0
0,0.1,0.8376665252525044,33,10,20,0.0247610345812874,-1.1536210393490731,AD,1372,8840.03728374674,5538.406917399257,6791.062964013606,4,15,CF,208,1,BC,0,1,4,0,500.0,0,INTERNET,3.4100991610746254,macintosh,0,1,0,0
0,0.9,0.8752805426819112,-1,189,20,0.0134554357708548,-0.5260379539238625,AB,816,9548.734608193332,5640.3404749989295,6752.469936370557,36,13,CA,81,0,BE,0,1,10,1,200.0,0,INTERNET,4.274519798248203,other,0,1,0,0
0,0.7000000000000001,0.8647113418585156,98,14,40,0.0292095409446399,42.51250287650517,AA,1658,10944.538461937753,7725.228701133526,6725.811475376982,11,19,CB,61,0,BC,0,1,1,0,200.0,0,INTERNET,8.3681738316756,other,1,1,0,0
0,0.7000000000000001,0.5146423563521046,33,9,60,0.0383867853400736,6.243603977737473,AA,4342,3414.8541866192963,6811.532691622098,6687.1463970355335,710,6,CD,50,0,BB,0,1,20,0,200.0,0,INTERNET,6.455762123126812,linux,1,1,0,0
0,0.5,0.1928390036060804,-1,99,30,0.0287666879904442,-1.0914343239035518,AA,1829,10997.891525599847,7109.266858994374,6791.198947548008,27,5,CD,76,1,BC,0,1,15,0,200.0,0,INTERNET,8.583350465647351,linux,0,2,0,0
0,0.5,0.8149310439301914,-1,70,60,0.0052657684022408,-1.6804870429049903,AB,1478,6265.7987207405895,6220.061669428669,6626.750308225222,1639,16,CC,81,0,BC,0,1,15,0,200.0,0,INTERNET,2.8442386370849104,other,1,1,0,0
0,0.6000000000000001,0.068845703710114,-1,115,30,0.0044494397504774,16.84885707683169,AA,1056,9238.567672889423,5146.704990926841,5299.792778814226,33,9,CA,57,0,BC,1,1,1,1,200.0,0,INTERNET,18.58617685256791,linux,1,1,0,0
0,0.5,0.0529771893482698,-1,182,50,0.0082372389378675,-1.1216493823478089,AB,1737,8164.196267311753,4318.0490708344405,6710.257405678952,19,6,CB,91,1,BA,1,1,20,1,200.0,0,INTERNET,4.668264188109446,linux,1,1,0,0
0,0.3,0.7914446116341238,-1,66,40,0.0213336920436917,-0.9557771993385488,AB,2850,12533.72867935147,7669.263066870418,6267.464953492668,7,16,CA,94,0,BB,0,1,1,0,1500.0,0,INTERNET,25.134475711032408,windows,0,1,0,0
0,0.9,0.5971412030368702,27,12,30,0.0131236695292888,-1.0568606452315372,AB,399,6657.24549412769,6530.637172225577,6286.3559051662,6,15,CA,93,1,BC,1,1,10,0,200.0,0,INTERNET,1.6758628627234304,windows,1,1,0,0
0,0.1,0.4424834697412305,-1,306,30,0.0172115179548682,27.58625801799043,AA,1668,5593.29263677808,5783.8207658770325,6314.94668563558,2,10,CB,50,0,BA,1,1,30,0,1500.0,0,INTERNET,4.332064081717465,other,1,1,0,0
0,0.1,0.8173779403612879,-1,123,10,0.0030222792844399,-0.5374272995727218,AB,1107,9629.867645900053,5541.519662971004,6724.533791363709,765,4,CD,58,0,BE,0,1,19,1,200.0,0,INTERNET,2.644358404108418,other,1,1,0,0
0,0.9,0.1182650032050163,-1,69,70,0.0021557294739743,-0.3577952299417221,AD,1003,8526.658186344814,7541.803123111425,6856.681849861158,196,8,CA,86,0,BB,1,0,10,0,200.0,0,INTERNET,2.596433973808085,windows,0,1,0,0
0,0.2,0.7294008340974149,-1,244,20,0.0083541945289098,48.72754779620261,AA,2068,13875.468484162264,7447.456747790422,6747.983025715427,11,18,CA,74,1,BE,0,1,6,0,200.0,0,INTERNET,1.9581143763270992,other,1,1,0,0
0,0.8,0.0531510483573667,-1,182,30,0.0066079180330801,-1.4595265832843711,AB,3792,7476.457790894249,6383.352750678431,6709.659277985048,11,12,CB,109,1,BB,1,1,25,0,200.0,0,INTERNET,2.5662236626120047,windows,1,1,0,0
0,0.6000000000000001,0.4249824495793965,92,0,40,0.0044851513905863,-0.7173669567521991,AD,1363,2700.977440833169,6928.406250353191,6375.140198505745,17,2,CA,191,1,BA,0,1,20,0,1500.0,0,INTERNET,10.877725878254614,linux,1,2,0,0
0,0.6000000000000001,0.9913793452872978,27,8,30,0.0141325830818413,-1.097925034155112,AB,757,10812.828224948096,6061.762790361476,6753.6568655557385,16,13,CA,187,0,BC,1,1,15,0,1500.0,0,INTERNET,26.40833353455256,other,1,1,0,0
0,0.9,0.7994300400660038,-1,24,20,0.0084208788413516,-1.8062471839820715,AD,1602,12800.821130441836,7232.160880743941,6268.345580466834,12,16,CA,89,1,BE,0,1,30,0,1500.0,1,INTERNET,3.443253729899214,windows,0,1,0,0
0,0.6000000000000001,0.2157426679017712,-1,22,40,0.0379739040850545,-1.185969459719886,AB,4012,8453.05592456512,5603.40482324076,6339.504179256488,1,13,CA,168,1,BC,0,1,1,0,500.0,0,INTERNET,4.748323238246996,windows,1,1,0,0
0,0.6000000000000001,0.2412174591712125,-1,75,30,0.0156897393966775,31.57180153415012,AA,948,7902.135514201591,6323.564651827407,6822.133445867248,13,14,CA,66,1,BC,1,1,9,0,200.0,0,INTERNET,6.746999913105015,other,0,1,0,0
0,0.2,0.1758531362394372,31,9,10,0.0271582628493545,17.852305497340513,AB,944,2797.489447983968,3279.160828220369,5649.089809482621,10,10,CA,123,0,BC,1,1,28,0,200.0,0,INTERNET,8.252421383274996,windows,0,1,0,0
0,0.2,0.9973031755577968,174,28,30,0.0266792330292198,-1.0636937494628476,AA,1547,6114.540664445854,5736.351374420704,6753.700130170376,10,18,CA,33,0,BE,0,1,28,0,200.0,0,INTERNET,3.641550944134429,linux,1,1,0,0
0,0.6000000000000001,0.9120330797839336,-1,51,40,0.0131997111156183,-0.5226282235773758,AD,4550,11973.074595471193,6065.483851409171,6698.794153859114,29,2,CB,93,1,BC,1,1,30,0,200.0,0,INTERNET,12.649489409538305,windows,1,2,0,0
0,0.4,0.667503862954438,-1,120,50,0.0076251341084612,-0.9890101594358416,AD,690,10182.841508749378,7190.45951614045,6352.053743817743,23,14,CB,335,1,BA,0,1,9,1,1500.0,0,INTERNET,15.395947597815583,windows,0,1,0,0
0,0.6000000000000001,0.1260853980369614,-1,45,50,0.0077244604294731,-0.7645203699875502,AB,1536,7750.699488599409,5429.775681004655,6315.750949692208,53,13,CA,87,1,BC,0,1,30,0,200.0,0,INTERNET,2.812531530569115,windows,1,1,0,0
0,0.9,0.890913623206548,-1,196,30,0.0093798958222326,30.113646254295556,AA,1767,10521.716014086289,7561.35809225043,5916.814624249285,19,15,CA,251,0,BA,1,1,15,1,1500.0,0,INTERNET,7.079339596981102,windows,1,1,0,0
